1,17.0,1833.3,329.1,32.4,108.0,-1,-1,-1,-1
1,16.0,1656.5,335.6,29.7,84.2,-1,-1,-1,-1
1,15.0,1860.3,328.4,32.4,112.7,-1,-1,-1,-1
1,14.0,1628.1,340.9,29.7,78.3,-1,-1,-1,-1
1,13.0,1346.6,338.0,32.4,100.4,-1,-1,-1,-1
1,12.0,696.6,335.8,40.5,118.1,-1,-1,-1,-1
1,11.0,1325.0,330.9,37.8,111.2,-1,-1,-1,-1
1,10.0,1791.5,334.5,37.8,103.3,-1,-1,-1,-1
1,9.0,794.5,327.5,43.2,120.7,-1,-1,-1,-1
1,8.0,1376.3,315.7,43.9,138.9,-1,-1,-1,-1
1,7.0,736.4,325.0,47.2,128.9,-1,-1,-1,-1
1,6.0,1011.8,244.9,131.0,391.0,-1,-1,-1,-1
1,5.0,396.2,277.6,117.4,325.2,-1,-1,-1,-1
1,4.0,543.0,263.9,101.9,329.4,-1,-1,-1,-1
1,3.0,860.6,254.1,99.9,304.4,-1,-1,-1,-1
1,2.0,-72.0,-3.0,428.0,1154.6,-1,-1,-1,-1
1,1.0,871.4,146.3,232.2,633.3,-1,-1,-1,-1
2,18.0,-112.9,-24.6,459.8,1188.3,-1,-1,-1,-1
2,17.0,1832.0,329.7,32.4,110.7,-1,-1,-1,-1
2,15.0,1853.6,330.2,35.1,114.9,-1,-1,-1,-1
2,14.0,1626.8,341.7,29.7,77.1,-1,-1,-1,-1
2,13.0,1344.6,338.5,32.4,99.9,-1,-1,-1,-1
2,12.0,695.2,334.5,39.2,116.8,-1,-1,-1,-1
2,11.0,1323.7,331.3,37.8,110.2,-1,-1,-1,-1
2,10.0,1792.8,334.5,35.1,105.3,-1,-1,-1,-1
2,9.0,793.1,326.4,41.9,120.8,-1,-1,-1,-1
2,8.0,1375.7,315.9,43.2,135.7,-1,-1,-1,-1
2,7.0,735.1,322.0,45.9,131.0,-1,-1,-1,-1
2,6.0,1009.8,244.0,132.3,392.9,-1,-1,-1,-1
2,5.0,391.8,275.1,115.4,325.4,-1,-1,-1,-1
2,4.0,539.0,260.9,101.9,334.1,-1,-1,-1,-1
2,3.0,860.0,251.8,99.9,304.4,-1,-1,-1,-1
2,1.0,868.7,145.3,230.9,636.4,-1,-1,-1,-1
3,19.0,-136.4,-35.1,471.8,1202.2,-1,-1,-1,-1
3,17.0,1830.6,335.5,35.1,114.1,-1,-1,-1,-1
3,15.0,1849.5,335.5,35.1,112.7,-1,-1,-1,-1
